Country,Admin1_Name,Admin1_PCODE,Admin2_Name,Admin2_PCODE,City/Locations,Acronym,Organisation,Type,Sectors,Activity / Project,Status Activities,Comments,
Liberia,,,,,,RBHS,REBUILDING BASIC HEALTH SERVICES,International NGO,Social Mobilisation/Health Promotion,"Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
Procurement of medical and non-medical supplies including aprons, gowns, face masks, gloves, buckets with faucets, IV kits, and disinfecting supplies for a total of $122,000; Printing of flyers for a total of $8,000; Provided 3 RBHS vehicles and two rental vehicles to be used for the trainings; Provided support and assisted in developing systems for supply chain management to the warehouse team
",,,
Liberia,Rivercess,LBR14,,,,RFSP,Research for Sustainable Peace,National Organization,other,Peace research and sustainable development,,,
Liberia,Bong,LBR02,,,Suakoko and Gbarnga,Right to Play,Right to Play,International NGO,Social Mobilisation/Health Promotion,Awareness raising throught psychosocial games,,,
Liberia,Grand Gedeh,LBR06,,,"Zwedru, Tuzon, Zleh Town, Toe Town and Sennehwen",Right to Play,Right to Play,International NGO,Social Mobilisation/Health Promotion,Awareness raising throught psychosocial games,,,
Liberia,Lofa,LBR08,,,"Voinjama, Lawalazu and Barkedou",Right to Play,Right to Play,International NGO,Social Mobilisation/Health Promotion,Awareness raising throught psychosocial games,,,
Liberia,Margibi,LBR09,,,"Weala, Unification Town",Right to Play,Right to Play,International NGO,Social Mobilisation/Health Promotion,Awareness raising throught psychosocial games,,,
Liberia,Maryland,LBR10,,,"Harper, Pedepo, Seleken Town, Wetchoken and Pleebo",Right to Play,Right to Play,International NGO,Social Mobilisation/Health Promotion,Awareness raising throught psychosocial games,,,
Liberia,Montserrado,LBR11,,,,Right to Play,Right to Play,International NGO,Case Management,Awareness raising throught psychosocial games and providing materials (food and preventive materials for Ebola victims),,,
Liberia,Montserrado,LBR11,,,,Right to Play,Right to Play,International NGO,Social Mobilisation/Health Promotion,Awareness raising throught psychosocial games and providing materials (food and preventive materials for Ebola victims),,,
Liberia,Nimba,LBR12,,,"Saclepea, Karnplay, Gbarn, Sanniquellie, Dinplay, Ganta City, Neingbeh and Kparblee",Right to Play,Right to Play,International NGO,Social Mobilisation/Health Promotion,Awareness raising throught psychosocial games,,,
Liberia,Maryland,LBR10,,,,Rotary Club,Rotary Club,International Organization,Social Mobilisation/Health Promotion,,,,
Liberia,Montserrado,LBR11,,,,Rotary Club,Rotary Club,International Organization,Case Management,,,,
Liberia,Grand Kru,LBR07,,,,Rural Womens structure,Rural Womens structure,National NGO,Other,Economic/gender,,,
Liberia,Gbarpolu,LBR03,,,,Samaritan's Purse,Samaritan's Purse,International Organization,Social Mobilisation/Health Promotion,,,,
Liberia,Gbarpolu,LBR03,,,,Samaritan's Purse,Samaritan's Purse,International Organization,Infection prevention and control,,,,
Liberia,Grand Bassa,LBR04,District #1,LBR0401,Zoegar,Samaritan's Purse,Samaritan's Purse,International Organization,Social Mobilisation/Health Promotion,giving out NFI and doing social mobilisation in small villages in Zoegar and other villages alongside the ,,,
Liberia,Lofa,LBR08,,,,Samaritan's Purse,Samaritan's Purse,International Organization,Infection prevention and control,,,,
Liberia,Lofa,LBR08,,,,Samaritan's Purse,Samaritan's Purse,International Organization,Coordination,,,,
Liberia,Lofa,LBR08,,,,Samaritan's Purse,Samaritan's Purse,International Organization,Social Mobilisation/Health Promotion,,,,
Liberia,Montserrado,LBR11,,,,Samaritan's Purse,Samaritan's Purse,International Organization,Infection prevention and control,,,,
Liberia,Montserrado,LBR11,,,,Samaritan's Purse,Samaritan's Purse,International Organization,Social Mobilisation/Health Promotion,,,,
Liberia,River Ghee,LBR13,,,,Samaritan's Purse,Samaritan's Purse,International Organization,Social Mobilisation/Health Promotion,,,,
Liberia,Grand Bassa,LBR04,,,,SAMFU,Save My Future,National NGO,Social Mobilisation/Health Promotion,promotes local leadership structure (Members are now creating awareness on Ebola in Community radios in Buchanan) that will help maintain peaceful existence and an alternative livelihood promotes local leadership structure (Members are now creating awareness on Ebola in Community radios in Buchanan) that will help maintain peaceful existence and an alternative livelihood,,,
Liberia,Sinoe,LBR15,,,,SAMFU,Save My Future,National NGO,other,environmental protection,,,
Liberia,Bong,LBR02,,,,Save the Children,Save the Children,International NGO,Case Management,"Medical, material and psychosocial support to Ebola patients at two case management centers (Montserrado and Bong) and affected families and children through contact tracing. Materials have included bedding, boots, blankets and basins.",,,
Liberia,Bong,LBR02,,,,Save the Children,Save the Children,International NGO,Epi-Surveillance and Lab,"Medical, material and psychosocial support to Ebola patients at two case management centers (Montserrado and Bong) and affected families and children through contact tracing. Materials have included bedding, boots, blankets and basins.",,,
Liberia,Bong,LBR02,,,,Save the Children,Save the Children,International NGO,Social Mobilisation/Health Promotion,"Awareness/sensitization on prevention and reduction of stigma via radio, through provision of IEC materials to MoHSW and through community volunteers/groups.",,,
Liberia,Gbarpolu,LBR03,,,,Save the Children,Save the Children,International NGO,Social Mobilisation/Health Promotion,"Awareness/sensitization on prevention and reduction of stigma via radio, through provision of IEC materials to MoHSW and through community volunteers/groups.",,,
Liberia,Grand Gedeh,LBR06,,,,Save the Children,Save the Children,International NGO,Social Mobilisation/Health Promotion,"Awareness/sensitization on prevention and reduction of stigma via radio, through provision of IEC materials to MoHSW and through community volunteers/groups.",,,
Liberia,Grand Kru,LBR07,,,,Save the Children,Save the Children,International NGO,Social Mobilisation/Health Promotion,"Awareness/sensitization on prevention and reduction of stigma via radio, through provision of IEC materials to MoHSW and through community volunteers/groups.",,,
Liberia,Lofa,LBR08,,,,Save the Children,Save the Children,International NGO,Case Management,,,,
Liberia,Margibi,LBR09,,,,Save the Children,Save the Children,International NGO,Case Management,,,,
Liberia,Margibi,LBR09,,,,Save the Children,Save the Children,International NGO,Logistics,"Support to County Health Team, provision of drugs and medical supplies for health centers and clinics",,,
Liberia,Margibi,LBR09,,,,Save the Children,Save the Children,International NGO,Social Mobilisation/Health Promotion,"Awareness/sensitization on prevention and reduction of stigma via radio, through provision of IEC materials to MoHSW and through community volunteers/groups.",,,
Liberia,Maryland,LBR10,,,,Save the Children,Save the Children,International NGO,Social Mobilisation/Health Promotion,"Awareness/sensitization on prevention and reduction of stigma via radio, through provision of IEC materials to MoHSW and through community volunteers/groups.",,,
Liberia,Montserrado,LBR11,,,,Save the Children,Save the Children,International NGO,Case Management,"Medical, material and psychosocial support to Ebola patients at two case management centers (Montserrado and Bong) and affected families and children through contact tracing. Materials have included bedding, boots, blankets and basins.",,,
Liberia,Montserrado,LBR11,,,,Save the Children,Save the Children,International NGO,Epi-Surveillance and Lab,"Medical, material and psychosocial support to Ebola patients at two case management centers (Montserrado and Bong) and affected families and children through contact tracing. Materials have included bedding, boots, blankets and basins.",,,
Liberia,Montserrado,LBR11,,,,Save the Children,Save the Children,International NGO,Social Mobilisation/Health Promotion,"Awareness/sensitization on prevention and reduction of stigma via radio, through provision of IEC materials to MoHSW and through community volunteers/groups.",,,
Liberia,Nimba,LBR12,,,,Save the Children,Save the Children,International NGO,Case Management,,,,
Liberia,Nimba,LBR12,,,,Save the Children,Save the Children,International NGO,Social Mobilisation/Health Promotion,"Awareness/sensitization on prevention and reduction of stigma via radio, through provision of IEC materials to MoHSW and through community volunteers/groups.",,,
